0	162322	325
1	108364	435
2	89803	542
3	82400	664
4	76809	775
5	73869	897
6	71602	1016
7	69265	1126
8	67189	1231
9	65515	1337
10	64387	1448
11	66505	1635
12	71865	1918
13	76807	2212
14	80966	2504
15	84624	2797
16	87991	3097
17	90816	3391
18	93448	3691
19	95476	3978
20	97883	4291
21	99708	4589
22	101295	4884
23	102689	5177
